2020-07-22 23:16:46,201.30,154.22,147.73
2020-07-22 23:16:50,201.30,154.22,147.73
2020-07-22 23:16:54,201.30,154.22,147.73
2020-07-22 23:16:58,201.30,154.22,147.73
2020-07-22 23:17:02,201.30,154.22,147.73
2020-07-22 23:17:06,201.30,154.22,147.73
2020-07-22 23:17:10,178.57,154.22,191.56
2020-07-22 23:17:14,115.26,94.16,191.56
2020-07-22 23:17:18,115.26,94.16,191.56
2020-07-22 23:17:22,115.26,94.16,191.56
2020-07-22 23:17:26,115.26,94.16,191.56
2020-07-22 23:17:30,115.26,94.16,191.56
2020-07-22 23:17:35,115.26,94.16,191.56
2020-07-22 23:17:39,115.26,94.16,191.56
2020-07-22 23:17:43,115.26,94.16,191.56
2020-07-22 23:17:47,115.26,94.16,191.56
2020-07-22 23:17:51,115.26,94.16,191.56
